"3_judge_dc","docket","name","citation.led","citation.lexis","citation.sct","citation.us","decision.authority","decision.direction","decision.dissent agrees","decision.jurisdiction","decision.precedent altered?","decision.term","decision.type","decision.unconstitutional","decision.winning party","id.case","id.case issues","id.docket","id.vote","issue.area","issue.id","issue.text","laws.id","laws.type","lower court.direction","lower court.disagreement?","lower court.disposition","lower court.reasons","natural court.chief","natural court.id","natural court.period","origin.id","origin.name","source.id","source.name","voting.majority","voting.minority","voting.split on second","voting.unclear","arguments.petitioner.entity","arguments.petitioner.id","arguments.respondent.entity","arguments.respondent.id","decision.admin action.agency","decision.admin action.id","decision.case.disposition","decision.case.unusual","decision.date.day","decision.date.full","decision.date.month","decision.date.year","voting.majority assigner.id","voting.majority assigner.name","voting.majority writer.id","voting.majority writer.name"
"True","11","MCLAUGHLIN et al. v. FLORIDA","13 L. Ed. 2d 222","1964 U.S. LEXIS 63","85 S. Ct. 283","379 U.S. 184","2.0","liberal","True","appeal","True","1964","opinion of the court (orally argued)","state or territorial law/reg or const provision unconstitutional","petitioning party received a favorable disposition","1964-014","1964-014-01-01","1964-014-01","1964-014-01-01-01","Civil Rights","20040","desegregation (other than as pertains to school desegregation, employment discrimination, and affirmative action)","2","Constitutional Amendment","conservative","True","affirmed","case did not arise on cert or cert not granted","Warren","1408","8","302","State Trial Court","300","State Supreme Court","9","0","True","True","person accused / indicted / or suspected of crime","100","State","28","Unidentifiable  ","118","reversed","True","7","12/7/1964","12","1964","90","EWarren","95","BRWhite"
"True","1393","JOHNSON v. FLORIDA","20 L. Ed. 2d 838","1968 U.S. LEXIS 1475","88 S. Ct. 1713","391 U.S. 596","2.0","liberal","True","appeal","True","1967","per curiam (no oral argument)","no declaration of unconstitutionality","petitioning party received a favorable disposition","1967-152","1967-152-01-01","1967-152-01","1967-152-01-01-01","Due Process","40010","due process: miscellaneous (cf. loyalty oath), the residual code","2","Constitutional Amendment","conservative","True","affirmed","case did not arise on cert or cert not granted","Warren","1410","10","302","State Trial Court","300","State Supreme Court","5","4","True","True","person accused / indicted / or suspected of crime","100","State","28","Unidentifiable  ","118","reversed","True","3","6/3/1968","6","1968","90","EWarren","117","Unspecified"
"True","16","BUTLER v. MICHIGAN","1 L. Ed. 2d 412","1957 U.S. LEXIS 1252","77 S. Ct. 524","352 U.S. 380","2.0","liberal","True","appeal","True","1956","opinion of the court (orally argued)","state or territorial law/reg or const provision unconstitutional","petitioning party received a favorable disposition","1956-037","1956-037-01-01","1956-037-01","1956-037-01-01-01","First Amendment","30190","obscenity, state (cf. comity: privacy): including the regulation of sexually explicit material under the 21st Amendment","2","Constitutional Amendment","conservative","True","petition denied or appeal dismissed","case did not arise on cert or cert not granted","Warren","1404","4","302","State Trial Court","300","State Supreme Court","9","0","True","True","person accused / indicted / or suspected of crime","100","State","28","Unidentifiable  ","118","reversed","True","25","2/25/1957","2","1957","90","EWarren","80","FFrankfurter"
"True","720","GREER v. BETO, CORRECTIONS DIRECTOR","16 L. Ed. 2d 526","1966 U.S. LEXIS 1588","86 S. Ct. 1477","384 U.S. 269","7.0","liberal","True","cert","True","1965","per curiam (no oral argument)","no declaration of unconstitutionality","petitioning party received a favorable disposition","1965-111","1965-111-01-01","1965-111-01","1965-111-01-01-01","Criminal Procedure","10120","right to counsel (cf. indigents appointment of counsel or inadequate representation)","10","Unspecified","conservative","True","the decision the Supreme Court reviewed is that of a trial court or if the case arose under the Supreme Court's original jurisdiction ","unspecified","Warren","1409","9","302","State Trial Court","300","State Supreme Court","8","1","True","True","person accused / indicted / or suspected of crime","100","State","28","Unidentifiable  ","118","reversed","True","23","5/23/1966","5","1966","90","EWarren","117","Unspecified"
"True","51","HALEY v. OHIO","92 L. Ed. 2d 224","1948 U.S. LEXIS 2643","68 S. Ct. 302","332 U.S. 596","2.0","liberal","True","cert","True","1947","judgment of the Court (orally argued)","no declaration of unconstitutionality","petitioning party received a favorable disposition","1947-022","1947-022-01-01","1947-022-01","1947-022-01-01-01","Criminal Procedure","10010","involuntary confession","2","Constitutional Amendment","conservative","True","petition denied or appeal dismissed","state court conflict","Vinson","1301","1","302","State Trial Court","300","State Supreme Court","5","4","True","True","person accused / indicted / or suspected of crime","100","State","28","Unidentifiable  ","118","reversed","True","12","1/12/1948","1","1948","78","HLBlack","81","WODouglas"
"True","174","LEE et al. v. FLORIDA","20 L. Ed. 2d 1166","1968 U.S. LEXIS 3098","88 S. Ct. 2096","392 U.S. 378","4.0","liberal","True","cert","True","1967","opinion of the court (orally argued)","no declaration of unconstitutionality","petitioning party received a favorable disposition","1967-179","1967-179-01-01","1967-179-01","1967-179-01-01-01","Criminal Procedure","10050","search and seizure (other than as pertains to vehicles or Crime Control Act) 10060","3","Federal Statute","conservative","True","affirmed","to resolve question presented","Warren","1410","10","302","State Trial Court","301","State Appellate Court","6","3","True","True","person accused / indicted / or suspected of crime","100","State","28","Unidentifiable  ","118","reversed","True","17","6/17/1968","6","1968","90","EWarren","94","PStewart"
"True","209","STONER v. CALIFORNIA","11 L. Ed. 2d 856","1964 U.S. LEXIS 1579","84 S. Ct. 889","376 U.S. 483","2.0","liberal","True","cert","True","1963","opinion of the court (orally argued)","no declaration of unconstitutionality","petitioning party received a favorable disposition","1963-083","1963-083-01-01","1963-083-01","1963-083-01-01-01","Criminal Procedure","10050","search and seizure (other than as pertains to vehicles or Crime Control Act) 10060","2","Constitutional Amendment","conservative","True","affirmed","to resolve question presented","Warren","1408","8","302","State Trial Court","301","State Appellate Court","8","1","True","True","person accused / indicted / or suspected of crime","100","State","28","Unidentifiable  ","118","reversed","True","23","3/23/1964","3","1964","90","EWarren","94","PStewart"
"True","158","SMITH v. ILLINOIS","19 L. Ed. 2d 956","1968 U.S. LEXIS 3131","88 S. Ct. 748","390 U.S. 129","2.0","liberal","True","cert","True","1967","opinion of the court (orally argued)","no declaration of unconstitutionality","petitioning party received a favorable disposition","1967-065","1967-065-01-01","1967-065-01","1967-065-01-01-01","Criminal Procedure","10270","confrontation (right to confront accuser, call and cross-examine witnesses) ","2","Constitutional Amendment","conservative","True","affirmed","to resolve question presented","Warren","1410","10","302","State Trial Court","301","State Appellate Court","8","1","True","True","person accused / indicted / or suspected of crime","100","State","28","Unidentifiable  ","118","reversed","True","29","1/29/1968","1","1968","90","EWarren","94","PStewart"
"True","1","MARION REYNOLDS STOGNER v. CALIFORNIA","156 L. Ed. 2d 544","2003 U.S. LEXIS 5011","123 S. Ct. 2446","539 U.S. 607","2.0","liberal","True","cert","True","2002","opinion of the court (orally argued)","state or territorial law/reg or const provision unconstitutional","petitioning party received a favorable disposition","2002-084","2002-084-01-01","2002-084-01","2002-084-01-01-01","Criminal Procedure","10180","ex post facto (state)","1","Constitution","conservative","True","affirmed","to resolve question presented","Rehnquist","1607","7","302","State Trial Court","301","State Appellate Court","5","4","True","True","person accused / indicted / or suspected of crime","100","State","28","Unidentifiable  ","118","reversed","True","26","6/26/2003","6","2003","103","JPStevens","110","SGBreyer"
"True","854","FONTAINE v. CALIFORNIA","20 L. Ed. 2d 154","1968 U.S. LEXIS 2003","88 S. Ct. 1229","390 U.S. 593","7.0","liberal","True","cert","True","1967","per curiam (no oral argument)","no declaration of unconstitutionality","petitioning party received a favorable disposition","1967-102","1967-102-01-01","1967-102-01","1967-102-01-01-01","Criminal Procedure","10200","extra-legal jury influences: prejudicial statements or evidence ","5","Other","conservative","True","affirmed","no reason given","Warren","1410","10","302","State Trial Court","301","State Appellate Court","7","2","True","True","person accused / indicted / or suspected of crime","100","State","28","Unidentifiable  ","118","reversed","True","8","4/8/1968","4","1968","90","EWarren","117","Unspecified"
"True","83","ROCHIN v. CALIFORNIA","96 L. Ed. 2d 183","1952 U.S. LEXIS 2576","72 S. Ct. 205","342 U.S. 165","2.0","liberal","True","cert","True","1951","opinion of the court (orally argued)","no declaration of unconstitutionality","petitioning party received a favorable disposition","1951-019","1951-019-01-01","1951-019-01","1951-019-01-01-01","Criminal Procedure","10010","involuntary confession","2","Constitutional Amendment","conservative","True","affirmed","to resolve important or significant question","Vinson","1303","3","302","State Trial Court","301","State Appellate Court","8","0","True","True","person accused / indicted / or suspected of crime","100","State","28","Unidentifiable  ","118","reversed","True","2","1/2/1952","1","1952","80","FFrankfurter","80","FFrankfurter"
"True","554","ROBINSON v. CALIFORNIA","8 L. Ed. 2d 758","1962 U.S. LEXIS 850","82 S. Ct. 1417","370 U.S. 660","2.0","liberal","True","appeal","True","1961","opinion of the court (orally argued)","state or territorial law/reg or const provision unconstitutional","petitioning party received a favorable disposition","1961-113","1961-113-01-01","1961-113-01","1961-113-01-01-01","Criminal Procedure","10140","cruel and unusual punishment, non-death penalty (cf. liability, civil rights acts) 10150","2","Constitutional Amendment","conservative","True","affirmed","case did not arise on cert or cert not granted","Warren","1407","7","302","State Trial Court","301","State Appellate Court","6","2","True","True","person accused / indicted / or suspected of crime","100","State","28","Unidentifiable  ","118","reversed","True","25","6/25/1962","6","1962","90","EWarren","94","PStewart"
"True","684","PHILLIPS ET VIR v. CALIFORNIA","17 L. Ed. 2d 870","1967 U.S. LEXIS 2146","87 S. Ct. 977","386 U.S. 212","7.0","liberal","True","cert","True","1966","per curiam (no oral argument)","no declaration of unconstitutionality","petitioning party received a favorable disposition","1966-059","1966-059-01-01","1966-059-01","1966-059-01-01-01","Criminal Procedure","10090","self-incrimination (other than as pertains to Miranda or immunity from prosecution)","10","Unspecified","conservative","True","the decision the Supreme Court reviewed is that of a trial court or if the case arose under the Supreme Court's original jurisdiction ","no reason given","Warren","1409","9","0","unspecified","301","State Appellate Court","8","1","True","True","person accused / indicted / or suspected of crime","100","State","28","Unidentifiable  ","118","reversed","True","27","2/27/1967","2","1967","90","EWarren","117","Unspecified"
"True","71","In re LITTLE","30 L. Ed. 2d 708","1972 U.S. LEXIS 97","92 S. Ct. 659","404 U.S. 553","2.0","liberal","True","cert","True","1971","per curiam (no oral argument)","no declaration of unconstitutionality","petitioning party received a favorable disposition","1971-047","1971-047-01-01","1971-047-01","1971-047-01-01-01","Criminal Procedure","10080","contempt of court or congress","2","Constitutional Amendment","conservative","True","petition denied or appeal dismissed","no reason given","Burger","1504","4","302","State Trial Court","302","State Trial Court","9","0","True","True","person accused / indicted / or suspected of crime","100","State","28","Unidentifiable  ","118","reversed","True","24","1/24/1972","1","1972","99","WEBurger","117","Unspecified"
"True","47","LAMBERT v. CALIFORNIA","2 L. Ed. 2d 228","1957 U.S. LEXIS 3","78 S. Ct. 240","355 U.S. 225","2.0","liberal","True","appeal","True","1957","opinion of the court (orally argued)","municipal or other local ordinance unconstitutional","petitioning party received a favorable disposition","1957-024","1957-024-01-01","1957-024-01","1957-024-01-01-01","Due Process","40020","due process: hearing or notice (other than as pertains to government employees or prisoners' rights)","2","Constitutional Amendment","conservative","True","affirmed","case did not arise on cert or cert not granted","Warren","1405","5","302","State Trial Court","302","State Trial Court","5","4","True","True","person accused / indicted / or suspected of crime","100","State","28","Unidentifiable  ","118","reversed","True","16","12/16/1957","12","1957","90","EWarren","81","WODouglas"
"True","77","ALLIED STRUCTURAL STEEL CO. v. SPANNAUS, ATTORNEY GENERAL OF MINNESOTA, et al.","57 L. Ed. 2d 727","1978 U.S. LEXIS 130","98 S. Ct. 2716","438 U.S. 234","2.0","conservative","True","appeal","True","1977","opinion of the court (orally argued)","state or territorial law/reg or const provision unconstitutional","petitioning party received a favorable disposition","1977-146","1977-146-01-01","1977-146-01","1977-146-01-01-01","Economic Activity","80110","state or local government regulation, especially of business (cf. federal pre- emption of state court jurisdiction, federal pre-emption of state legislation or regulation)","1","Constitution","liberal","True","the decision the Supreme Court reviewed is that of a trial court or if the case arose under the Supreme Court's original jurisdiction ","case did not arise on cert or cert not granted","Burger","1506","6","83","Minnesota U.S. District Court","83","Minnesota U.S. District Court","5","3","True","True","employer. If employer's relations with employees are governed by the nature of the employer's business (e.g. / railroad / boat) / rather than labor law generally / the more specific designation is used in place of Employer.","151","State","28","State Agency  ","117","reversed","True","26","6/26/1978","6","1978","99","WEBurger","94","PStewart"
"True","91","UNITED STATES, et al. v. TEXAS et al.","123 L. Ed. 2d 245","1993 U.S. LEXIS 2568","113 S. Ct. 1631","507 U.S. 529","4.0","liberal","True","cert","True","1992","opinion of the court (orally argued)","no declaration of unconstitutionality","petitioning party received a favorable disposition","1992-052","1992-052-01-01","1992-052-01","1992-052-01-01-01","Federalism","100130","miscellaneous federalism","6","Infrequently litigated statutes","conservative","True","affirmed and reversed (or vacated) in part","federal court conflict","Rehnquist","1605","5","122","Texas Western U.S. District Court","25","U.S. Court of Appeals  Fifth Circuit","8","1","True","True","United States","27","State","28","Department or Secretary of Agriculture  ","4","reversed","True","5","4/5/1993","4","1993","102","WHRehnquist","102","WHRehnquist"
"True","205","UNITED STATES v. PUBLIC UTILITIES COMMISSION OF CALIFORNIA ET AL.","97 L. Ed. 2d 1020","1953 U.S. LEXIS 2559","73 S. Ct. 706","345 U.S. 295","4.0","liberal","True","cert","True","1952","opinion of the court (orally argued)","no declaration of unconstitutionality","petitioning party received a favorable disposition","1952-073","1952-073-01-01","1952-073-01","1952-073-01-01-01","Federalism","100030","federal pre-emption of state legislation or regulation. cf. state regulation of business. rarely involves union activity. Does not involve constitutional interpretation unless the Court says it does.","3","Federal Statute","conservative","True","petition denied or appeal dismissed","no reason given","Vinson","1303","3","300","State Supreme Court","300","State Supreme Court","8","0","True","True","United States","27","State","28","State Agency  ","117","reversed","True","6","4/6/1953","4","1953","87","FMVinson","79","SFReed"
"True","4","GARRISON v. LOUISIANA","13 L. Ed. 2d 125","1964 U.S. LEXIS 150","85 S. Ct. 209","379 U.S. 64","2.0","liberal","True","appeal","True","1964","opinion of the court (orally argued)","state or territorial law/reg or const provision unconstitutional","petitioning party received a favorable disposition","1964-007","1964-007-01-01","1964-007-01","1964-007-01-01-01","First Amendment","30030","libel, defamation: defamation of public officials and public and private persons","2","Constitutional Amendment","conservative","True","affirmed","case did not arise on cert or cert not granted","Warren","1408","8","302","State Trial Court","300","State Supreme Court","9","0","True","True","governmental official / or an official of an agency established under an interstate compact","19","State","28","Unidentifiable  ","118","reversed","True","23","11/23/1964","11","1964","90","EWarren","92","WJBrennan"
"True","13","GARRITY et al. v. NEW JERSEY","17 L. Ed. 2d 562","1967 U.S. LEXIS 2882","87 S. Ct. 616","385 U.S. 493","2.0","liberal","True","cert","True","1966","opinion of the court (orally argued)","no declaration of unconstitutionality","petitioning party received a favorable disposition","1966-038","1966-038-01-01","1966-038-01","1966-038-01-01-01","Criminal Procedure","10090","self-incrimination (other than as pertains to Miranda or immunity from prosecution)","2","Constitutional Amendment","conservative","True","affirmed","no reason given","Warren","1409","9","302","State Trial Court","300","State Supreme Court","5","4","True","True","governmental employee or job applicant","8","State","28","Unidentifiable  ","118","reversed","True","16","1/16/1967","1","1967","90","EWarren","81","WODouglas"
"True","7","EPPERSON et al. v. ARKANSAS","21 L. Ed. 2d 228","1968 U.S. LEXIS 328","89 S. Ct. 266","393 U.S. 97","2.0","liberal","True","appeal","True","1968","opinion of the court (orally argued)","state or territorial law/reg or const provision unconstitutional","petitioning party received a favorable disposition","1968-010","1968-010-01-01","1968-010-01","1968-010-01-01-01","First Amendment","30170","establishment of religion (other than as pertains to parochiaid:)","2","Constitutional Amendment","conservative","True","reversed","case did not arise on cert or cert not granted","Warren","1410","10","302","State Trial Court","300","State Supreme Court","9","0","True","True","governmental employee or job applicant","8","State","28","Unidentifiable  ","118","reversed","True","17","11/17/1968","11","1968","90","EWarren","97","AFortas"
"True","2","GEORGE H. BALDWIN v. MICHAEL REESE","158 L. Ed. 2d 64","2004 U.S. LEXIS 1835","124 S. Ct. 1347","541 U.S. 27","4.0","conservative","True","cert","True","2003","opinion of the court (orally argued)","no declaration of unconstitutionality","petitioning party received a favorable disposition","2003-039","2003-039-01-01","2003-039-01","2003-039-01-01-01","Judicial Power","90040","comity: habeas corpus","3","Federal Statute","liberal","True","reversed and remanded","to resolve question presented","Rehnquist","1607","7","108","Oregon U.S. District Court","29","U.S. Court of Appeals  Ninth Circuit","8","1","True","True","person convicted of crime","126","State","28","Unidentifiable  ","118","reversed","True","2","3/2/2004","3","2004","102","WHRehnquist","110","SGBreyer"
"True","7","EDWARD JEROME HARBISON v. RICKY BELL, WARDEN","173 L. Ed. 2d 347","2009 U.S. LEXIS 2496","129 S. Ct. 1481","556 U.S. 180","4.0","liberal","True","cert","True","2008","opinion of the court (orally argued)","no declaration of unconstitutionality","petitioning party received a favorable disposition","2008-039","2008-039-01-01","2008-039-01","2008-039-01-01-01","Federalism","100030","federal pre-emption of state legislation or regulation. cf. state regulation of business. rarely involves union activity. Does not involve constitutional interpretation unless the Court says it does.","6","Infrequently litigated statutes","conservative","True","affirmed","to resolve question presented","Roberts","1702","2","116","Tennessee Eastern U.S. District Court","26","U.S. Court of Appeals  Sixth Circuit","7","2","True","True","person convicted of crime","126","State","28","Unidentifiable  ","118","reversed","True","1","4/1/2009","4","2009","111","JGRoberts","103","JPStevens"
"True","76","BROWDER v. DIRECTOR, DEPARTMENT OF CORRECTIONS OF ILLINOIS","54 L. Ed. 2d 521","1978 U.S. LEXIS 53","98 S. Ct. 556","434 U.S. 257","4.0","liberal","True","cert","True","1977","opinion of the court (orally argued)","no declaration of unconstitutionality","petitioning party received a favorable disposition","1977-022","1977-022-01-01","1977-022-01","1977-022-01-01-01","Judicial Power","90110","Federal Rules of Civil Procedure including Supreme Court Rules, application of the Federal Rules of Evidence, Federal Rules of Appellate Procedure in civil litigation, Circuit Court Rules, and state rules and admiralty rules","4","Court Rules","conservative","True","reversed","no reason given","Burger","1506","6","66","Illinois Northern U.S. District Court","27","U.S. Court of Appeals  Seventh Circuit","9","0","True","True","person convicted of crime","126","State","28","Unidentifiable  ","118","reversed","True","10","1/10/1978","1","1978","99","WEBurger","101","LFPowell"
"True","93","FRANK B. MCFARLAND v. WAYNE SCOTT, DIRECTOR, TEXAS DEPARTMENT OF CRIMINAL JUSTICE, INSTITUTIONAL DIVISION","129 L. Ed. 2d 666","1994 U.S. LEXIS 5085","114 S. Ct. 2568","512 U.S. 849","4.0","liberal","True","cert","True","1993","opinion of the court (orally argued)","no declaration of unconstitutionality","petitioning party received a favorable disposition","1993-093","1993-093-01-01","1993-093-01","1993-093-01-01-01","Criminal Procedure","10020","habeas corpus","6","Infrequently litigated statutes","conservative","True","petition denied or appeal dismissed","putative conflict","Rehnquist","1606","6","120","Texas Northern U.S. District Court","25","U.S. Court of Appeals  Fifth Circuit","5","4","True","True","person convicted of crime","126","State","28","Unidentifiable  ","118","reversed","True","30","6/30/1994","6","1994","100","HABlackmun","100","HABlackmun"
"True","40","WADE v. MAYO, STATE PRISON CUSTODIAN","92 L. Ed. 2d 1647","1948 U.S. LEXIS 1985","68 S. Ct. 1270","334 U.S. 672","7.0","liberal","True","cert","True","1947","opinion of the court (orally argued)","no declaration of unconstitutionality","petitioning party received a favorable disposition","1947-103","1947-103-01-01","1947-103-01","1947-103-01-01-01","Judicial Power","90040","comity: habeas corpus","10","Unspecified","conservative","True","reversed","no reason given","Vinson","1301","1","58","Florida Southern U.S. District Court","25","U.S. Court of Appeals  Fifth Circuit","5","4","True","True","person convicted of crime","126","State","28","Unidentifiable  ","118","reversed","True","14","6/14/1948","6","1948","87","FMVinson","82","FMurphy"
"True","107","TURNER v. PENNSYLVANIA","93 L. Ed. 2d 1810","1949 U.S. LEXIS 2081","69 S. Ct. 1352","338 U.S. 62","2.0","liberal","True","cert","True","1948","judgment of the Court (orally argued)","no declaration of unconstitutionality","petitioning party received a favorable disposition","1948-116","1948-116-01-01","1948-116-01","1948-116-01-01-01","Criminal Procedure","10010","involuntary confession","2","Constitutional Amendment","conservative","True","affirmed","to resolve question presented","Vinson","1301","1","302","State Trial Court","300","State Supreme Court","5","4","True","True","person convicted of crime","126","State","28","Unidentifiable  ","118","reversed","True","27","6/27/1949","6","1949","78","HLBlack","80","FFrankfurter"
"True","76","HARRIS v. SOUTH CAROLINA","93 L. Ed. 2d 1815","1949 U.S. LEXIS 2082","69 S. Ct. 1354","338 U.S. 68","2.0","liberal","True","cert","True","1948","judgment of the Court (orally argued)","no declaration of unconstitutionality","petitioning party received a favorable disposition","1948-117","1948-117-01-01","1948-117-01","1948-117-01-01-01","Criminal Procedure","10010","involuntary confession","2","Constitutional Amendment","conservative","True","affirmed","to resolve question presented","Vinson","1301","1","302","State Trial Court","300","State Supreme Court","5","4","True","True","person convicted of crime","126","State","28","Unidentifiable  ","118","reversed","True","27","6/27/1949","6","1949","78","HLBlack","80","FFrankfurter"
"True","78","BECK v. ALABAMA","65 L. Ed. 2d 392","1980 U.S. LEXIS 134","100 S. Ct. 2382","447 U.S. 625","2.0","liberal","True","cert","True","1979","opinion of the court (orally argued)","state or territorial law/reg or const provision unconstitutional","petitioning party received a favorable disposition","1979-129","1979-129-01-01","1979-129-01","1979-129-01-01-01","Criminal Procedure","10130","cruel and unusual punishment, death penalty (cf. extra legal jury influence, death penalty)","2","Constitutional Amendment","conservative","True","affirmed","to resolve question presented","Burger","1506","6","302","State Trial Court","300","State Supreme Court","7","2","True","True","person convicted of crime","126","State","28","Unidentifiable  ","118","reversed","True","20","6/20/1980","6","1980","99","WEBurger","103","JPStevens"
"True","91","CASH v. CULVER, STATE PRISON CUSTODIAN","3 L. Ed. 2d 557","1959 U.S. LEXIS 1491","79 S. Ct. 432","358 U.S. 633","2.0","liberal","True","cert","True","1958","opinion of the court (orally argued)","no declaration of unconstitutionality","petitioning party received a favorable disposition","1958-051","1958-051-01-01","1958-051-01","1958-051-01-01-01","Criminal Procedure","10120","right to counsel (cf. indigents appointment of counsel or inadequate representation)","2","Constitutional Amendment","conservative","True","petition denied or appeal dismissed","to resolve question presented","Warren","1406","6","302","State Trial Court","300","State Supreme Court","9","0","True","True","person convicted of crime","126","State","28","Unidentifiable  ","118","reversed","True","24","2/24/1959","2","1959","90","EWarren","94","PStewart"
"True","52","MCNEAL v. CULVER, STATE PRISON CUSTODIAN","5 L. Ed. 2d 445","1961 U.S. LEXIS 1803","81 S. Ct. 413","365 U.S. 109","2.0","liberal","True","cert","True","1960","opinion of the court (orally argued)","no declaration of unconstitutionality","petitioning party received a favorable disposition","1960-035","1960-035-01-01","1960-035-01","1960-035-01-01-01","Criminal Procedure","10120","right to counsel (cf. indigents appointment of counsel or inadequate representation)","2","Constitutional Amendment","liberal","True","petition denied or appeal dismissed","to resolve question presented","Warren","1406","6","302","State Trial Court","300","State Supreme Court","9","0","True","True","person convicted of crime","126","State","28","Unidentifiable  ","118","reversed","True","23","1/23/1961","1","1961","90","EWarren","93","CEWhittaker"
"True","600","WHITE v. MARYLAND","10 L. Ed. 2d 193","1963 U.S. LEXIS 1697","83 S. Ct. 1050","373 U.S. 59","2.0","liberal","True","cert","True","1962","per curiam (orally argued)","no declaration of unconstitutionality","petitioning party received a favorable disposition","1962-093","1962-093-01-01","1962-093-01","1962-093-01-01-01","Criminal Procedure","10120","right to counsel (cf. indigents appointment of counsel or inadequate representation)","2","Constitutional Amendment","conservative","True","affirmed","no reason given","Warren","1408","8","302","State Trial Court","300","State Supreme Court","9","0","True","True","person convicted of crime","126","State","28","Unidentifiable  ","118","reversed","True","29","4/29/1963","4","1963","90","EWarren","117","Unspecified"
"True","71","BEECHER v. ALABAMA","33 L. Ed. 2d 317","1972 U.S. LEXIS 29","92 S. Ct. 2282","408 U.S. 234","2.0","liberal","True","cert","True","1971","per curiam (no oral argument)","no declaration of unconstitutionality","petitioning party received a favorable disposition","1971-169","1971-169-01-01","1971-169-01","1971-169-01-01-01","Criminal Procedure","10010","involuntary confession","2","Constitutional Amendment","conservative","True","affirmed","no reason given","Burger","1504","4","302","State Trial Court","300","State Supreme Court","9","0","True","True","person convicted of crime","126","State","28","Unidentifiable  ","118","reversed","True","26","6/26/1972","6","1972","99","WEBurger","117","Unspecified"
"True","79","HUDSON v. LOUISIANA","67 L. Ed. 2d 30","1981 U.S. LEXIS 68","101 S. Ct. 970","450 U.S. 40","2.0","liberal","True","cert","True","1980","opinion of the court (orally argued)","no declaration of unconstitutionality","petitioning party received a favorable disposition","1980-039","1980-039-01-01","1980-039-01","1980-039-01-01-01","Criminal Procedure","10170","double jeopardy 10180","2","Constitutional Amendment","conservative","True","affirmed","no reason given","Burger","1506","6","302","State Trial Court","300","State Supreme Court","9","0","True","True","person convicted of crime","126","State","28","Unidentifiable  ","118","reversed","True","24","2/24/1981","2","1981","99","WEBurger","101","LFPowell"
"True","76","HARRIS v. OKLAHOMA","53 L. Ed. 2d 1054","1977 U.S. LEXIS 150","97 S. Ct. 2912","433 U.S. 682","2.0","liberal","True","cert","True","1976","per curiam (no oral argument)","no declaration of unconstitutionality","petitioning party received a favorable disposition","1976-183","1976-183-01-01","1976-183-01","1976-183-01-01-01","Criminal Procedure","10170","double jeopardy 10180","2","Constitutional Amendment","conservative","True","affirmed","no reason given","Burger","1506","6","302","State Trial Court","300","State Supreme Court","9","0","True","True","person convicted of crime","126","State","28","Unidentifiable  ","118","reversed","True","29","6/29/1977","6","1977","99","WEBurger","117","Unspecified"
"True","642","BOYKIN v. ALABAMA","23 L. Ed. 2d 274","1969 U.S. LEXIS 1434","89 S. Ct. 1709","395 U.S. 238","3.0","liberal","True","cert","True","1968","opinion of the court (orally argued)","no declaration of unconstitutionality","petitioning party received a favorable disposition","1968-112","1968-112-01-01","1968-112-01","1968-112-01-01-01","Criminal Procedure","10030","plea bargaining: the constitutionality of and/or the circumstances of its exercise","2","Constitutional Amendment","conservative","True","affirmed","no reason given","Warren","1411","11","302","State Trial Court","300","State Supreme Court","6","2","True","True","person convicted of crime","126","State","28","Unidentifiable  ","118","reversed","True","2","6/2/1969","6","1969","90","EWarren","81","WODouglas"
"True","75","HANKERSON v. NORTH CAROLINA","53 L. Ed. 2d 306","1977 U.S. LEXIS 121","97 S. Ct. 2339","432 U.S. 233","7.0","liberal","True","cert","True","1976","opinion of the court (orally argued)","no declaration of unconstitutionality","petitioning party received a favorable disposition","1976-145","1976-145-01-01","1976-145-01","1976-145-01-01-01","Criminal Procedure","10040","retroactivity (of newly announced or newly enacted constitutional or statutory rights)","5","Other","conservative","True","affirmed","no reason given","Burger","1506","6","302","State Trial Court","300","State Supreme Court","8","0","True","True","person convicted of crime","126","State","28","Unidentifiable  ","118","reversed","True","17","6/17/1977","6","1977","99","WEBurger","95","BRWhite"
"True","187","ARSENAULT v. MASSACHUSETTS","21 L. Ed. 2d 5","1968 U.S. LEXIS 568","89 S. Ct. 35","393 U.S. 5","7.0","liberal","True","cert","True","1968","per curiam (no oral argument)","no declaration of unconstitutionality","petitioning party received a favorable disposition","1968-002","1968-002-01-01","1968-002-01","1968-002-01-01-01","Criminal Procedure","10040","retroactivity (of newly announced or newly enacted constitutional or statutory rights)","2","Constitutional Amendment","conservative","True","affirmed","no reason given","Warren","1410","10","302","State Trial Court","300","State Supreme Court","9","0","True","True","person convicted of crime","126","State","28","Unidentifiable  ","118","reversed","True","14","10/14/1968","10","1968","90","EWarren","117","Unspecified"
"True","73","BERRY v. CITY OF CINCINNATI","38 L. Ed. 2d 187","1973 U.S. LEXIS 171","94 S. Ct. 193","414 U.S. 29","7.0","liberal","True","cert","True","1973","per curiam (no oral argument)","no declaration of unconstitutionality","petitioning party received a favorable disposition","1973-009","1973-009-01-01","1973-009-01","1973-009-01-01-01","Criminal Procedure","10040","retroactivity (of newly announced or newly enacted constitutional or statutory rights)","5","Other","conservative","True","affirmed","no reason given","Burger","1504","4","302","State Trial Court","300","State Supreme Court","9","0","True","True","person convicted of crime","126","State","28","Unidentifiable  ","118","reversed","True","5","11/5/1973","11","1973","99","WEBurger","117","Unspecified"
